Binomial,Realm,TrophicLevel,TrophicNiche,ForagingNiche,Family,Order,Habitat,PrimaryLifestyle,MinLatitude,MaxLatitude,CentroidLatitude,CentroidLongitude,RangeSize,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Secondary1,Tail.Length,Mass
Aegithina_viridissima,Indo_Malay,Carnivore,Invertivore,Invertivore glean arboreal,Aegithinidae,Passeriformes,Forest,Insessorial,-6.17,12.67,1.02,108.24,1109607.12,14.8,10.6,4.3,4.5,18,61.8,54.7,43.5,13.4
Aegolius_acadicus,Nearctic,Carnivore,Vertivore,Vertivore perch,Strigidae,Strigiformes,Forest,Insessorial,17.47,61.96,46.64,-101.55,5712891.95,17.7,9.9,7.3,10.8,23.5,135.2,95.1,78,100.7
Aegolius_funereus,Palearctic,Carnivore,Vertivore,Vertivore perch,Strigidae,Strigiformes,Forest,Insessorial,32.16,70.23,57.12,32.73,23596074.83,18.6,11,7.9,10.5,25.9,168.2,111.8,101.2,137.2
Aegolius_harrisii,Neotropic,Carnivore,Vertivore,Vertivore perch,Strigidae,Strigiformes,Forest,Insessorial,-32.8,10.58,-22.44,-53.48,1098550.77,22,12.6,7.6,12.4,28.2,150.1,109.6,72.9,120
Aegolius_ridgwayi,Neotropic,Carnivore,Vertivore,Vertivore perch,Strigidae,Strigiformes,Forest,Insessorial,8.78,17.36,15.28,-91.02,43992.75,18.4,12.1,7.8,10.9,23.3,138.3,104,101.8,80
Aegotheles_albertisi,Australian,Carnivore,Invertivore,Generalist,Aegothelidae,Apodiformes,Forest,Insessorial,-10.31,-0.99,-6.49,144.64,95188.1,11.6,4.2,3.2,4,18.8,114,80,87,35.2
Aegotheles_archboldi,Australian,Carnivore,Invertivore,Generalist,Aegothelidae,Apodiformes,Forest,Insessorial,-5.37,-3.35,-4.19,138.51,44983.92,12.9,3.6,3.5,2.6,18.6,116.5,79.5,95.5,30.6
Aegotheles_bennettii,Australian,Carnivore,Invertivore,Generalist,Aegothelidae,Apodiformes,Forest,Insessorial,-10.73,-0.79,-5.63,143.98,199259.89,16.5,5.9,4.8,4,19.8,127.5,87.8,114.9,60
Aegotheles_crinifrons,Australian,Carnivore,Invertivore,Generalist,Aegothelidae,Apodiformes,Forest,Insessorial,-0.92,2.23,0.71,127.95,20463.32,24,8.2,8.9,6.2,25,164.5,119.5,144.7,136
Aegotheles_cristatus,Australian,Carnivore,Invertivore,Generalist,Aegothelidae,Apodiformes,Woodland,Insessorial,-43.64,-6.65,-25.68,134.52,7702773.06,13.7,5,4,3.7,23,135.8,88.8,119.8,42.8
Aegotheles_insignis,Australian,Carnivore,Invertivore,Generalist,Aegothelidae,Apodiformes,Forest,Insessorial,-10.22,-0.46,-5.27,141.9,168011.22,19.5,6.1,3.8,4,21.3,165.2,115,137,78.5
Aegotheles_savesi,Australian,Carnivore,Invertivore,Generalist,Aegothelidae,Apodiformes,Forest,Insessorial,-21.98,-21.93,-21.96,166.48,10.73,21.6,6.6,7,5,32.5,163,129,149,59.4
Aegotheles_tatei,Australian,Carnivore,Invertivore,Generalist,Aegothelidae,Apodiformes,Forest,Insessorial,-10.44,-5.74,-6.95,143.23,3664.11,20,7.4,7.5,5,16.1,145.8,105.6,130.2,52
Aegotheles_wallacii,Australian,Carnivore,Invertivore,Generalist,Aegothelidae,Apodiformes,Forest,Insessorial,-7.15,-0.51,-4.45,139.74,40086.3,17.5,5.4,3.8,3.9,18.5,119,83.3,102.7,50.7
Aegypius_monachus,Palearctic,Scavenger,Scavenger,Scavenger ground,Accipitridae,Accipitriformes,Forest,Terrestrial,25.27,54.37,41.63,87.87,7718571.19,87.8,59.9,27.9,39.8,134.2,734.2,432,371,9320.5
Aenigmatolimnas_marginalis,Afrotropic,Carnivore,Aquatic predator,Aquatic ground,Rallidae,Gruiformes,Grassland,Terrestrial,-24.87,13.27,-11.18,29.21,3857317.95,19.7,10.5,3.4,6.3,34.9,103.8,73,47,51.2
Aepypodius_arfakianus,Australian,Herbivore,Omnivore,NA,Megapodiidae,Galliformes,Forest,Terrestrial,-10.28,-0.39,-5.28,141.78,193721.04,36.1,19.8,12.3,17.9,84.8,267.2,222.2,120.2,1463.8
Aepypodius_bruijnii,Australian,Herbivore,Omnivore,NA,Megapodiidae,Galliformes,Forest,Terrestrial,-0.31,-0.03,-0.16,130.97,839.38,33.6,22.4,13.5,19.9,100,284,228.7,98,192
Aeronautes_andecolus,Neotropic,Carnivore,Invertivore,Invertivore aerial,Apodidae,Apodiformes,Shrubland,Aerial,-38.79,-5.96,-23.75,-68.87,891310.57,7.1,2.9,2.2,2.1,8,139.8,41.5,62.2,17.6
Aeronautes_montivagus,Neotropic,Carnivore,Invertivore,Invertivore aerial,Apodidae,Apodiformes,Forest,Aerial,-23.09,11.02,-1.98,-69.63,842701.64,6.5,3.1,2.3,2.6,8.1,115.2,36.1,46.2,20.1
Aeronautes_saxatalis,Nearctic,Carnivore,Invertivore,Invertivore aerial,Apodidae,Apodiformes,Rock,Aerial,13.45,50.85,33.58,-109.21,4096268.29,7,3,2.9,2.5,10.6,140.3,42.1,63.7,32.1
Aethia_cristatella,Nearctic,Carnivore,Aquatic predator,Aquatic dive,Alcidae,Charadriiformes,Marine,Aquatic,46.33,66.24,55.91,31.33,479141.29,21.4,7.1,5.6,10.6,27.4,138.2,77.2,36.5,259.4
Aethia_psittacula,Nearctic,Carnivore,Aquatic predator,Aquatic dive,Alcidae,Charadriiformes,Marine,Aquatic,46.63,66.76,56.09,-57.81,400570.42,20.1,8.8,6.2,12.7,29.4,146.2,86.1,39,270
Aethia_pusilla,Palearctic,Carnivore,Aquatic predator,Aquatic dive,Alcidae,Charadriiformes,Marine,Aquatic,47.78,66.43,56.93,-4.91,65157.07,16,5.7,4.9,6.2,18.6,93.2,55.6,26.2,84
Aethia_pygmaea,Palearctic,Carnivore,Aquatic predator,Aquatic dive,Alcidae,Charadriiformes,Marine,Aquatic,45.16,61.96,52.42,92.8,128454.73,15.9,6.1,4.9,7.3,22.6,112.2,66.4,31.2,112
Aethopyga_bella,Indo_Malay,Omnivore,Omnivore,NA,Nectariniidae,Passeriformes,Forest,Insessorial,5.01,18.65,11.89,123.08,273279.54,14.9,10.7,3,3,12.4,40.5,34,26,4
Aethopyga_boltoni,Indo_Malay,Omnivore,Omnivore,NA,Nectariniidae,Passeriformes,Forest,Insessorial,5.93,8.37,7.32,124.69,7469.32,20.1,15.4,3.4,3.2,15.4,49.4,41.1,40.7,7.1
Aethopyga_christinae,Indo_Malay,Herbivore,Omnivore,NA,Nectariniidae,Passeriformes,Forest,Insessorial,10.47,33.09,25.34,109.65,1755920.74,17.2,11.9,3.2,3.2,13.6,46.9,38.4,37.8,5.2
Aethopyga_duyvenbodei,Australian,Omnivore,Omnivore,NA,Nectariniidae,Passeriformes,Forest,Insessorial,3.38,3.74,3.56,125.54,556.53,20.4,14.4,3.7,3.5,16.2,52.1,42.2,34.5,6
Aethopyga_eximia,Indo_Malay,Omnivore,Omnivore,NA,Nectariniidae,Passeriformes,Forest,Insessorial,-8.19,-6.62,-7.43,110.09,6820.94,22,14.9,3.4,3.2,16,52.6,45.2,47.8,6
Aethopyga_flagrans,Indo_Malay,Omnivore,Nectarivore,Nectarivore glean,Nectariniidae,Passeriformes,Forest,Insessorial,9.04,18.65,14.97,121.68,128476.11,19,13.8,3,3.1,15.1,44.9,38.8,30.8,6.7
Aethopyga_gouldiae,Palearctic,Omnivore,Nectarivore,Nectarivore glean,Nectariniidae,Passeriformes,Forest,Insessorial,10.69,35.49,26.41,100.5,3562401.81,17.9,11.8,3.2,2.9,13.9,54.5,43,57.6,5
Aethopyga_ignicauda,Indo_Malay,Omnivore,Nectarivore,Nectarivore glean,Nectariniidae,Passeriformes,Forest,Insessorial,19.77,31.96,27.26,92.37,586253.74,21.3,15.1,3.5,3,14.9,54.8,46,74.5,8.2
Aethopyga_linaraborae,Indo_Malay,Omnivore,Nectarivore,Nectarivore glean,Nectariniidae,Passeriformes,Forest,Insessorial,7.07,7.89,7.39,126.21,2030.38,22.4,16.4,3.3,3.2,15.8,52,42.2,37.6,7.2
Aethopyga_mystacalis,Indo_Malay,Omnivore,Nectarivore,Nectarivore glean,Nectariniidae,Passeriformes,Forest,Insessorial,-8.78,8.52,0.53,109.91,718600.29,16.5,11.5,3,3,13.4,48.1,40.4,39.4,6
Aethopyga_nipalensis,Indo_Malay,Omnivore,Nectarivore,Nectarivore glean,Nectariniidae,Passeriformes,Forest,Insessorial,8.08,32.02,24.13,97.2,1011015.38,22.1,16.4,3.4,3.2,13.2,49.8,40.6,53.8,6.9
Aethopyga_primigenia,Indo_Malay,Omnivore,Nectarivore,Nectarivore glean,Nectariniidae,Passeriformes,Forest,Insessorial,5.78,9.36,7.52,124.93,12041,20.8,16.5,3.1,3.5,16.1,50.6,42.6,34.4,7
Aethopyga_pulcherrima,Indo_Malay,Omnivore,Nectarivore,Nectarivore glean,Nectariniidae,Passeriformes,Forest,Insessorial,5.56,18.65,11.83,123.23,210928.17,20.4,15.1,3.6,3.1,14.9,45.9,38.3,26.5,6.2
Aethopyga_saturata,Indo_Malay,Herbivore,Nectarivore,Nectarivore glean,Nectariniidae,Passeriformes,Forest,Insessorial,2.25,30.27,21.04,100.88,1679748.82,22,15.4,3.3,3.2,13.9,50.6,42.4,60.5,5.3
Aethopyga_shelleyi,Indo_Malay,Omnivore,Nectarivore,Nectarivore glean,Nectariniidae,Passeriformes,Forest,Insessorial,7.8,12.33,9.93,118.67,13152.41,15.9,10.8,3.2,2.7,13.3,45.2,38.2,35.6,4
Aethopyga_siparaja,Indo_Malay,Herbivore,Nectarivore,Generalist,Nectariniidae,Passeriformes,Forest,Insessorial,-8.78,33.09,14.45,99.39,5120303.69,19.9,15.1,3.6,3,13.7,52.2,43.4,46.5,6.7
Afropavo_congensis,Afrotropic,Omnivore,Invertivore,Invertivore ground,Phasianidae,Galliformes,Forest,Terrestrial,-5,2.21,-1.2,24.24,697505.34,37.5,16.3,8.9,9.5,94.9,298.2,268.1,161.2,1273.7
Agamia_agami,Neotropic,Carnivore,Aquatic predator,Aquatic ground,Ardeidae,Pelecaniformes,Forest,Terrestrial,-18.44,19.63,-2.98,-63.92,7840247.37,159.5,146,12.6,17.4,98.3,276.8,184.7,85.2,567
Agapornis_canus,Madagascar,Herbivore,Omnivore,NA,Psittacidae,Psittaciformes,Forest,Insessorial,-25.61,-11.95,-19.56,46.7,412852.04,13.4,11.2,7.5,12,13.1,92,50.4,48.2,30
Agapornis_fischeri,Afrotropic,Herbivore,Granivore,Granivore arboreal,Psittacidae,Psittaciformes,Woodland,Insessorial,-4.9,-1.14,-3.02,34.28,133888.77,18.8,16.6,11,16.7,14.2,92.8,55.4,41.5,48.3
Agapornis_lilianae,Afrotropic,Herbivore,Granivore,Granivore ground,Psittacidae,Psittaciformes,Woodland,Generalist,-17.34,-8.37,-11.77,32.72,211312.18,15.9,14.3,9,14.1,13.7,88.7,55.8,41.3,37.3
Agapornis_nigrigenis,Afrotropic,Herbivore,Granivore,Granivore ground,Psittacidae,Psittaciformes,Woodland,Generalist,-17.78,-16.02,-16.86,25.5,14343.6,16.1,14.2,9.5,15,13.3,94.7,54.4,40.3,40.5
Agapornis_personatus,Afrotropic,Herbivore,Granivore,Granivore ground,Psittacidae,Psittaciformes,Shrubland,Terrestrial,-8.63,-2.69,-5.94,35.62,203564,19.2,17.3,10.5,16.6,14.8,97.5,57.2,43.2,52.4
Agapornis_pullarius,Afrotropic,Herbivore,Granivore,Granivore ground,Psittacidae,Psittaciformes,Woodland,Terrestrial,-9.73,12.71,4.59,17.37,2650780.74,15.6,13.8,8.8,12.7,12.4,91.2,56.5,40,39.3
Agapornis_roseicollis,Afrotropic,Herbivore,Granivore,Granivore ground,Psittacidae,Psittaciformes,Shrubland,Terrestrial,-29.62,-10.74,-20.62,16.11,455619.05,19.4,17.2,10.7,17.9,13.9,101,59.9,44,53.8
Agapornis_swindernianus,Afrotropic,Herbivore,Omnivore,NA,Psittacidae,Psittaciformes,Forest,Generalist,-4.44,7.84,1.27,19.53,1494870.12,15.7,13.5,8.5,12.2,11.1,93.2,54.8,35.2,40
Agapornis_taranta,Afrotropic,Herbivore,Granivore,Granivore ground,Psittacidae,Psittaciformes,Forest,Generalist,5.29,17.09,9.91,38.31,407732.6,18.8,16.2,11.5,18.2,14.1,100.5,61.8,47.8,57.5
Agelaioides_badius,Neotropic,Omnivore,Omnivore,NA,Icteridae,Passeriformes,Forest,Terrestrial,-43.67,-2.79,-24.2,-56.33,4752390.8,18.4,11.6,4.9,8.8,23.7,88.3,73.2,68.9,45.2
Agelaius_assimilis,Neotropic,Omnivore,Omnivore,NA,Icteridae,Passeriformes,Wetland,Terrestrial,21.56,23.11,22.22,-81.57,4077.17,23.7,15.4,5.3,8.6,26.7,93.7,72.2,78.7,47.7
Agelaius_humeralis,Neotropic,Omnivore,Omnivore,NA,Icteridae,Passeriformes,Shrubland,Terrestrial,19.05,23.19,21.56,-78.78,110595.49,18.5,13,4.5,7.2,22,106,79.7,81.8,36.3
Agelaius_phoeniceus,Nearctic,Herbivore,Granivore,Granivore ground,Icteridae,Passeriformes,Wetland,Generalist,9.66,67.41,44.62,-102.04,13703226.95,22.6,15.4,5.6,8.9,28.5,116.7,88.9,87.2,50.8
Agelaius_tricolor,Nearctic,Omnivore,Invertivore,Invertivore ground,Icteridae,Passeriformes,Wetland,Terrestrial,29.84,47.51,36.78,-120.31,113509.64,22.2,14.6,4.9,7.3,26.7,113.2,77.9,83,57.9
Agelaius_xanthomus,Neotropic,Omnivore,Invertivore,Invertivore glean arboreal,Icteridae,Passeriformes,Wetland,Insessorial,17.93,18.46,18.03,-66.99,261.5,19.6,13.9,4.3,6.9,22,101.2,80.1,83.2,38.4
Agelastes_meleagrides,Afrotropic,Omnivore,Omnivore,NA,Numididae,Galliformes,Forest,Terrestrial,5.12,7.79,6.42,-6.95,68753.37,29.1,15.2,10.1,11,75.1,216,171.3,143.5,815
Agelastes_niger,Afrotropic,Omnivore,Omnivore,NA,Numididae,Galliformes,Forest,Terrestrial,-5.43,6.16,1.1,16.74,764292.38,27,16,11.2,9.6,70.4,210,172.3,132,700
Agelasticus_cyanopus,Neotropic,Omnivore,Omnivore,NA,Icteridae,Passeriformes,Wetland,Terrestrial,-34.96,4.41,-19.99,-55.22,2871357.35,24.2,16.5,5.1,7.8,24.9,87.8,74.3,80.8,37.2
Agelasticus_thilius,Neotropic,Carnivore,Aquatic predator,Aquatic ground,Icteridae,Passeriformes,Wetland,Terrestrial,-52.55,-13.04,-33.99,-63.8,2226093.79,22.7,15.5,4.5,7.2,26.5,92,75.2,73.8,31.5
Agelasticus_xanthophthalmus,Neotropic,Carnivore,Invertivore,Invertivore ground,Icteridae,Passeriformes,Wetland,Terrestrial,-12.97,-0.33,-11.93,-70.82,9690.74,23.4,16.8,5.7,7.7,28.8,91.2,76.5,80.8,45.1
Aglaeactis_aliciae,Neotropic,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Apodiformes,Shrubland,Aerial,-8,-7.54,-7.74,-77.74,182.72,19.9,15.5,2.5,2.1,8.1,80,30.4,47,7.8
Aglaeactis_castelnaudii,Neotropic,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Apodiformes,Shrubland,Aerial,-14.28,-9.37,-12.27,-73.65,23294.94,22.7,18.2,2.9,2.2,8.1,74,30,47.2,6.7
Aglaeactis_cupripennis,Neotropic,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Apodiformes,Shrubland,Aerial,-13.7,8.02,-4.08,-76.67,224852.99,22.2,16.4,2.5,1.8,7.3,80.6,29.7,49.3,7.6
Aglaeactis_pamela,Neotropic,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Apodiformes,Shrubland,Aerial,-17.71,-16.04,-16.88,-66.89,16558.41,22.2,17.8,2.9,2.1,8.9,68.5,28.9,40.5,5.5
Aglaiocercus_berlepschi,Neotropic,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Apodiformes,Forest,Aerial,10.01,10.43,10.22,-63.74,4153.76,18.4,14.5,2.1,2.1,5.3,59.3,20.7,55.4,5
Aglaiocercus_coelestis,Neotropic,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Apodiformes,Forest,Aerial,-4.15,5.91,1.6,-77.82,28060.09,19.2,13.9,1.9,1.7,5.7,61,23.6,87,5.6
Aglaiocercus_kingi,Neotropic,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Apodiformes,Forest,Aerial,-17.62,11.35,-2.03,-73.68,267748.93,20.3,14.3,2.6,2.1,6.3,55.8,21.6,49.9,4.8
Agriornis_albicauda,Neotropic,Carnivore,Vertivore,Vertivore perch,Tyrannidae,Passeriformes,Shrubland,Insessorial,-27.47,0,-15.22,-71.16,579914.07,31,18.6,7,8.6,38.7,137.6,104,110.2,53
Agriornis_lividus,Neotropic,Carnivore,Vertivore,Vertivore perch,Tyrannidae,Passeriformes,Shrubland,Insessorial,-54.79,-25.79,-43.55,-72.22,592911.81,34,19.1,7.1,7.6,36.6,127.8,99.4,106.6,99.1
